numero_mesa,odpe,departamento,provincia,distrito,pagina_fuente,estado
035468,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,183,PENDIENTE
035469,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,183,PENDIENTE
035470,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,183,PENDIENTE
035471,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,183,PENDIENTE
035472,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,183,PENDIENTE
035473,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,184,PENDIENTE
035474,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,184,PENDIENTE
035475,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,184,PENDIENTE
035476,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,184,PENDIENTE
035477,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,184,PENDIENTE
035478,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,184,PENDIENTE
035479,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,185,PENDIENTE
035480,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,185,PENDIENTE
035481,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,185,PENDIENTE
035482,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,185,PENDIENTE
035483,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,185,PENDIENTE
035484,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,186,PENDIENTE
035485,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,186,PENDIENTE
035486,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,186,PENDIENTE
035487,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,186,PENDIENTE
035488,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,186,PENDIENTE
035489,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,186,PENDIENTE
035490,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,187,PENDIENTE
035491,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,187,PENDIENTE
035492,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,187,PENDIENTE
035493,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,187,PENDIENTE
035494,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,187,PENDIENTE
035495,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,187,PENDIENTE
035496,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,188,PENDIENTE
035497,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,188,PENDIENTE
035498,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,188,PENDIENTE
035499,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,188,PENDIENTE
035500,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,188,PENDIENTE
035501,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,188,PENDIENTE
035502,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,189,PENDIENTE
035503,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,189,PENDIENTE
035504,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,189,PENDIENTE
035505,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,189,PENDIENTE
035506,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,189,PENDIENTE
035507,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,189,PENDIENTE
035508,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,190,PENDIENTE
035509,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,190,PENDIENTE
035510,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,190,PENDIENTE
035511,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,190,PENDIENTE
035512,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,190,PENDIENTE
035513,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,190,PENDIENTE
035514,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,191,PENDIENTE
903190,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,191,PENDIENTE
903191,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,191,PENDIENTE
903192,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,191,PENDIENTE
903193,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,191,PENDIENTE
903194,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,191,PENDIENTE
903195,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,192,PENDIENTE
903196,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,192,PENDIENTE
903197,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,192,PENDIENTE
903198,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,192,PENDIENTE
903199,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,192,PENDIENTE
903200,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,192,PENDIENTE
903201,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,193,PENDIENTE
903202,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,193,PENDIENTE
903203,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,193,PENDIENTE
903204,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,193,PENDIENTE
903205,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,193,PENDIENTE
903206,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,193,PENDIENTE
035515,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,194,PENDIENTE
035516,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,194,PENDIENTE
035517,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,194,PENDIENTE
035518,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,194,PENDIENTE
035519,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,194,PENDIENTE
035520,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,194,PENDIENTE
035521,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,195,PENDIENTE
035522,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,195,PENDIENTE
035523,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,195,PENDIENTE
035524,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,195,PENDIENTE
035525,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,195,PENDIENTE
035526,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,195,PENDIENTE
035527,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,196,PENDIENTE
035528,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,196,PENDIENTE
035529,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,196,PENDIENTE
035530,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,196,PENDIENTE
035531,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,196,PENDIENTE
035532,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,196,PENDIENTE
035533,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,197,PENDIENTE
035534,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,197,PENDIENTE
035535,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,197,PENDIENTE
035536,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,197,PENDIENTE
035537,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,197,PENDIENTE
035538,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,197,PENDIENTE
035539,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,198,PENDIENTE
035540,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,198,PENDIENTE
035541,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,198,PENDIENTE
035542,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,198,PENDIENTE
035543,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,198,PENDIENTE
035544,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,198,PENDIENTE
035545,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,199,PENDIENTE
035546,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,199,PENDIENTE
035547,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,199,PENDIENTE
035548,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,199,PENDIENTE
035549,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,199,PENDIENTE
035550,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,199,PENDIENTE
035551,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,200,PENDIENTE
035552,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,200,PENDIENTE
035553,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,200,PENDIENTE
035554,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,200,PENDIENTE
035555,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,200,PENDIENTE
035556,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,200,PENDIENTE
035557,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,201,PENDIENTE
035558,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,201,PENDIENTE
035559,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,202,PENDIENTE
035560,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,202,PENDIENTE
035561,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,202,PENDIENTE
035562,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,202,PENDIENTE
035563,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,202,PENDIENTE
035564,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,202,PENDIENTE
035565,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,203,PENDIENTE
035566,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,203,PENDIENTE
035567,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,203,PENDIENTE
035568,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,203,PENDIENTE
035569,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,203,PENDIENTE
035570,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,203,PENDIENTE
035571,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,204,PENDIENTE
035572,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,204,PENDIENTE
035573,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,204,PENDIENTE
035574,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,204,PENDIENTE
035575,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,204,PENDIENTE
035576,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,204,PENDIENTE
035577,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,205,PENDIENTE
035578,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,205,PENDIENTE
035579,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,205,PENDIENTE
035580,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,205,PENDIENTE
035581,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,205,PENDIENTE
035582,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,205,PENDIENTE
035583,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,206,PENDIENTE
035584,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,206,PENDIENTE
035585,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,206,PENDIENTE
035586,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,206,PENDIENTE
035587,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,206,PENDIENTE
035588,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,206,PENDIENTE
035589,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,207,PENDIENTE
035590,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,207,PENDIENTE
035591,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,207,PENDIENTE
035592,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,207,PENDIENTE
035593,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,207,PENDIENTE
035594,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,207,PENDIENTE
035595,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,208,PENDIENTE
035596,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,208,PENDIENTE
035597,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,208,PENDIENTE
035598,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,208,PENDIENTE
035599,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,208,PENDIENTE
035600,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,208,PENDIENTE
035601,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,209,PENDIENTE
035602,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,209,PENDIENTE
035603,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,209,PENDIENTE
035604,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,209,PENDIENTE
035605,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,209,PENDIENTE
035606,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,209,PENDIENTE
035607,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,210,PENDIENTE
035608,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,210,PENDIENTE
035609,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,210,PENDIENTE
035610,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,210,PENDIENTE
035611,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,210,PENDIENTE
035612,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,210,PENDIENTE
035613,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,211,PENDIENTE
035614,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,211,PENDIENTE
035615,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,211,PENDIENTE
035616,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,211,PENDIENTE
035617,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,211,PENDIENTE
035618,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,211,PENDIENTE
035619,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,212,PENDIENTE
035620,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,212,PENDIENTE
035621,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,212,PENDIENTE
035622,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,212,PENDIENTE
035623,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,212,PENDIENTE
035624,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,212,PENDIENTE
035625,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,213,PENDIENTE
035626,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,213,PENDIENTE
035627,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,213,PENDIENTE
